Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,FCF,FCF FQ-1,FCF FQ-2,FCF FQ-3,FCF FQ-4,FCF FQ-5,FCF FQ-6,FCF FQ-7,FCF FQ-8,FCF FQ-9,FCF FQ-10,FCF FQ-11,FCF FQ-12
398,Oriental Watch Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,265.7 M,2023,74.546 M,15.29 M,22.035 M,22.138 M,20.208 M,20.261 M,23.007 M,23.07 M,16.504 M,16.503 M,119.83 K,119.219 K,16.807 M
88,Tai Cheung Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,324.9 M,2023,-26.765 M,-6.767 M,-6.632 M,-6.663 M,-430.33 K,-431.46 K,19.295 K,19.349 K,-88.864 M,-88.859 M,-3.754 M,-3.734 M,-4.612 M
8021,WLS Holdings Limited,Industrials,Construction & Engineering,Capital Goods,128.1 M,2023,-2.354 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
279,Arta TechFin Corporation Limited,Financials,Capital Markets,Diversified Financials,275 M,2023,-10.182 M,-2.915 M,-2.181 M,-2.191 M,9.207 M,9.232 M,8.017 M,8.04 M,-19.288 M,-19.287 M,-2.361 M,-2.349 M,-2.38 M
6858,Honma Golf Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,254.6 M,2023,34.833 M,11.053 M,8.387 M,8.87 M,16.183 M,16.214 M,5.447 M,5.841 M,10.31 M,10.072 M,-660.737 K,-653.769 K,-2.283 M
2708,IBO Technology Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,119 M,2023,-1.896 M,-18.186 M,18.154 M,18.113 M,-12.322 M,-12.306 M,13.962 M,14.014 M,-5.763 M,-5.539 M,-326.862 K,-332.476 K,-1.774 M
8395,Tree Holdings Limited,Consumer Discretionary,Distributors,Retailing,163.4 M,2023,438.277 K,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
6889,"DYNAM JAPAN HOLDINGS Co., Ltd.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,479.5 M,2023,36.82 M,8.833 M,12.044 M,12.737 M,-59.091 M,-59.202 M,70.451 M,75.549 M,57.126 M,55.808 M,-15.723 M,0 K,42.182 M
1797,East Buy Holding Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,4.319 B,2023,67.486 M,38.664 M,0 K,0 K,-69.451 M,-68.419 M,-44.657 M,-43.938 M,-35.186 M,-33.806 M,-36.052 M,-36.806 M,-6.165 M
2360,Best Mart 360 Holdings Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,284.1 M,2023,50.406 M,12.762 M,12.472 M,12.53 M,5.445 M,5.459 M,8.663 M,8.687 M,5.449 M,5.449 M,4.223 M,4.202 M,2.002 M
9913,Chi Kan Holdings Limited,Industrials,Construction & Engineering,Capital Goods,270.1 M,2023,-228.672 K,-3.101 M,2.992 M,3.006 M,-881.277 K,-883.592 K,880.638 K,883.072 K,1.982 M,1.982 M,314.989 K,313.383 K,2.986 M
1942,MOG Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,1.543 B,2023,2.588 M,-217.531 K,1.658 M,1.673 M,50.087 K,50.022 K,1.799 M,1.853 M,1.331 M,1.29 M,521.956 K,550.384 K,2.26 M
6819,IntelliCentrics Global Holdings Ltd.,Healthcare,Health Care Technology,Healthcare Equipment & Services,288.8 M,2023,-,NA,3.64 M,3.64 M,-1.782 M,-1.782 M,2.575 M,2.575 M,-1.686 M,-1.686 M,0 K,0 K,1.7 M
1283,Accel Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,129.4 M,2023,6.413 M,1.462 M,1.748 M,1.757 M,-2.07 M,-2.076 M,2.892 M,2.9 M,2.119 M,2.119 M,1.342 M,1.335 M,-245.736 K
35,Far East Consortium International Limited,Real Estate,Real Estate Management & Development,Real Estate,665.3 M,2023,-241.9 M,-77.708 M,-43.351 M,-43.555 M,-56.685 M,-56.834 M,70.571 M,70.766 M,25.632 M,25.631 M,39.252 M,39.052 M,-144.9 M
202,EverChina Int'l Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,161.7 M,2023,6.652 M,926.288 K,3.795 M,3.812 M,3.528 M,3.537 M,3.241 M,3.25 M,-866.835 K,-866.781 K,-22.042 M,-21.93 M,22.232 M
191,Lai Sun Garment (International) Limited,Real Estate,Real Estate Management & Development,Real Estate,172.2 M,2023,-,NA,-119.1 M,-119.2 M,-157.5 M,-157.8 M,48.286 M,48.307 M,29.053 M,29.055 M,14.542 M,14.538 M,-32.207 M
1104,APAC Resources Limited,Industrials,Trading Companies & Distributors,Capital Goods,177.5 M,2023,6.169 M,-5.287 M,8.357 M,8.372 M,-4.69 M,-4.697 M,-5.959 M,-5.951 M,2.341 M,2.342 M,-2.081 M,-2.081 M,-3.536 M
341,Café de Coral Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,772 M,2023,98.714 M,37.978 M,11.416 M,11.47 M,31.729 M,31.812 M,51.973 M,52.116 M,39.156 M,39.154 M,20.303 M,20.2 M,38.27 M
374,Four Seas Mercantile Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",130.2 M,2023,39.144 M,8.187 M,11.411 M,11.465 M,5.599 M,5.614 M,1.049 M,1.052 M,6.71 M,6.71 M,6.347 M,6.315 M,4.027 M
1271,Grand Ming Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,1.082 B,2023,137.9 M,76.787 M,-7.832 M,-7.869 M,6.553 M,6.57 M,77.646 M,77.861 M,6.045 M,6.045 M,21.247 M,21.139 M,-16.566 M
2153,"Tat Hong Equipment Service Co., Ltd.",Industrials,Construction & Engineering,Capital Goods,196.2 M,2023,-37.308 M,-10.25 M,-10.1 M,-10.077 M,-17.606 M,-17.583 M,279.054 K,280.11 K,-3.176 M,-757.342 K,0 K,0 K,0 K
2161,JBM (Healthcare) Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",111.1 M,2023,13.484 M,3.681 M,3.068 M,3.083 M,312.92 K,313.742 K,193.725 K,194.26 K,2.115 M,2.115 M,0 K,0 K,0 K
1082,Bradaverse Education (Int'l) Investments Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,129.2 M,2023,-,NA,-369.19 K,-369.832 K,-761.874 K,-763.032 K,1.471 M,1.469 M,-1.546 M,-1.547 M,-114.702 K,-114.67 K,-1.268 M
1188,Hybrid Kinetic Group Limited,Consumer Discretionary,Automobiles,Automobiles & Components,103.7 M,2022,-,NA,-463.112 K,-463.918 K,-842.359 K,-843.639 K,-654.017 K,-653.211 K,1.723 M,1.723 M,-8.012 M,-8.01 M,628.113 K
7841,HK Acquisition Corporation,Financials,Capital Markets,Diversified Financials,141.5 M,2022,-,NA,-796.794 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
1907,China Risun Group Limited,Materials,Chemicals,Materials,2.08 B,2022,-190 M,-27.177 M,-73.035 M,-71.973 M,131.9 M,130 M,19.44 M,18.689 M,-63.236 M,-63.084 M,-28.18 M,-27.457 M,-28.906 M
2558,"Jinshang Bank Co., Ltd.",Financials,Banks,Banks,914.9 M,2022,-1.054 B,-468.5 M,-87.94 M,-86.66 M,-1.373 B,-1.353 B,-224.6 M,-216 M,-1.082 B,-1.08 B,117.6 M,114.6 M,211.6 M
1563,Alliance International Education Leasing Holdings Limited,Financials,Diversified Financial Services,Diversified Financials,1.053 B,2022,-,NA,20.501 M,21.664 M,19.789 M,19.501 M,42.067 M,41.454 M,35.547 M,34.174 M,-16.824 M,-16.783 M,25.174 M
1966,China SCE Group Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,425 M,2022,1.845 B,723.2 M,251.3 M,247.7 M,-540 M,-532.1 M,183.8 M,176.7 M,-185 M,-184.5 M,-518.6 M,-505.3 M,2.55 M
416,"Bank of Jinzhou Co., Ltd.",Financials,Banks,Banks,2.458 B,2022,493.9 M,-1.135 B,1.393 B,1.373 B,413.4 M,407.4 M,-3.845 B,-3.697 B,-3.924 B,-3.915 B,-1.527 B,-1.488 B,-2.022 B
883,CNOOC Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,68.716 B,2022,17.555 B,6.899 B,3.816 B,2.952 B,2.131 B,3.634 B,1.448 B,-2.091 B,-2.01 B,2.421 B,2.415 B,-479.3 M,-467 M
2678,Texhong International Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,723.9 M,2022,-255.3 M,-21.851 M,-112.8 M,-111.1 M,118.8 M,117.1 M,126.8 M,121.9 M,69.679 M,69.512 M,913.484 K,890.041 K,45.137 M
212,Nanyang Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,119 M,2022,-,NA,1.8 M,1.803 M,903.924 K,905.298 K,-222.234 K,-221.96 K,1.235 M,1.235 M,821.687 K,821.46 K,1.775 M
512,Grand Pharmaceutical Group Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.977 B,2022,-,NA,44.703 M,44.781 M,53.327 M,53.408 M,45.243 M,45.188 M,57.395 M,57.413 M,23.032 M,23.026 M,31.229 M
93,Termbray Industries International (Holdings) Limited,Real Estate,Real Estate Management & Development,Real Estate,180.1 M,2022,-2.053 M,1.686 M,-2.727 M,-2.731 M,-64.204 K,-64.125 K,-2.068 M,-2.068 M,-2.355 M,-2.354 M,-1.775 M,-1.765 M,-402.482 K
408,Yip's Chemical Holdings Limited,Materials,Chemicals,Materials,273.7 M,2022,29.14 M,NA,-8.25 M,-8.264 M,23.444 M,23.479 M,-39.908 M,-39.858 M,-9.994 M,-9.997 M,12.063 M,12.06 M,26.522 M
1052,Yuexiu Transport Infrastructure Limited,Industrials,Transportation Infrastructure,Transportation,873.9 M,2022,66.923 M,-42.42 M,79.489 M,83.997 M,101.9 M,100.4 M,96.998 M,95.585 M,127.5 M,122.6 M,29.962 M,29.89 M,80.161 M
581,China Oriental Group Company Limited,Materials,Metals & Mining,Materials,678.1 M,2022,95.357 M,-34.999 M,85.188 M,83.949 M,-124.2 M,-122.4 M,-97.122 M,-93.37 M,8.388 M,8.368 M,-12.395 M,-12.076 M,-37.142 M
551,Yue Yuen Industrial (Holdings) Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,2.264 B,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
338,Sinopec Shanghai Petrochemical Company Limited,Materials,Chemicals,Materials,3.778 B,2022,-1.475 B,115.2 M,-761.4 M,-371 M,597.6 M,142.9 M,-468.7 M,-130.8 M,466.7 M,68.371 M,93.569 M,-601.7 M,724.3 M
1033,Sinopec Oilfield Service Corporation,Energy,Energy Equipment & Services,Energy,4.068 B,2022,236.1 M,12.718 M,-178.5 M,585.7 M,-125.1 M,60.595 M,-67.291 M,421.8 M,22.479 M,163.8 M,-188.4 M,-235.9 M,173.2 M
598,Sinotrans Limited,Industrials,Air Freight & Logistics,Transportation,3.459 B,2022,405.7 M,267.5 M,-290.4 M,304 M,165 M,344.1 M,-381.5 M,340.6 M,19.866 M,142.9 M,-172.9 M,377 M,18.462 M
697,Shoucheng Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.765 B,2022,-,NA,2.685 M,2.69 M,-55.686 M,-55.771 M,5.325 M,5.318 M,-214.319 K,-214.386 K,-2.038 M,-2.037 M,0 K
412,Shandong Hi-Speed Holdings Group Limited,Financials,Diversified Financial Services,Diversified Financials,3.811 B,2022,-1.252 B,153.6 M,-784.3 M,-785.5 M,7.314 M,7.305 M,110.9 M,111 M,-312.6 M,-312.5 M,-137.4 M,-136.6 M,-1.686 M
295,Kong Sun Holdings Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,143 M,2022,122.5 M,6.853 M,57.713 M,56.874 M,28.424 M,28.01 M,34.642 M,33.304 M,17.337 M,17.296 M,35.027 M,34.128 M,5.635 M
376,Yunfeng Financial Group Limited,Financials,Insurance,Insurance,606.1 M,2022,470.7 M,142.6 M,93.613 M,93.755 M,132.8 M,132.6 M,49.185 M,49.2 M,101.6 M,101.6 M,62.791 M,0 K,50.333 M
1075,Capinfo Company Limited,Information Technology,IT Services,Software & Services,129.2 M,2022,-,NA,20.157 M,19.864 M,-10.977 M,0 K,17.035 M,16.377 M,1.374 M,1.371 M,14.918 M,14.535 M,-10.426 M
698,Tongda Group Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,143.6 M,2022,-25.713 M,-10.585 M,-2.305 M,-2.308 M,-28.21 M,-28.175 M,57.653 M,57.671 M,-12.71 M,-12.706 M,85.424 M,84.93 M,-21.328 M
693,Tan Chong International Limited,Consumer Discretionary,Distributors,Retailing,436 M,2022,66.383 M,7.429 M,25.942 M,25.981 M,16.975 M,16.954 M,38.862 M,38.874 M,2.557 M,2.556 M,-1.772 M,-1.762 M,-10.066 M
2866,"COSCO SHIPPING Development Co., Ltd.",Industrials,Trading Companies & Distributors,Capital Goods,3.717 B,2022,621.5 M,-112.9 M,-55.336 M,469.2 M,-413.4 M,-1.898 B,-1.375 B,-1.505 B,-745.3 M,-597.2 M,-735.7 M,-806.8 M,-537.1 M
709,Giordano International Limited,Consumer Discretionary,Specialty Retail,Retailing,473.2 M,2022,-,NA,23.958 M,24 M,17.251 M,17.277 M,9.917 M,9.905 M,23.67 M,23.677 M,14.128 M,14.124 M,31.826 M
4,Wharf (Holdings) Limited,Real Estate,Real Estate Management & Development,Real Estate,7.093 B,2022,-,NA,344.5 M,345.1 M,595.1 M,596 M,-433.1 M,-432.6 M,482.6 M,482.8 M,179.7 M,179.6 M,283.8 M
2038,FIH Mobile Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,877.9 M,2022,-,NA,-136 M,-136 M,117 M,117 M,-35.783 M,-35.783 M,22.868 M,22.868 M,-118.2 M,-118.2 M,0 K
1719,China Infrastructure & Logistics Group Ltd.,Industrials,Transportation Infrastructure,Transportation,219.8 M,2022,-,NA,-6.053 K,-6.064 K,261.91 K,262.308 K,190.422 K,190.187 K,2.275 M,2.276 M,-1.855 M,-1.855 M,1.491 M
337,Greenland Hong Kong Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,1.095 B,-12.955 M,590.3 M,581.7 M,283.2 M,279.1 M,-53.172 M,-51.118 M,-91.559 M,-91.339 M,238.2 M,232.1 M,249.6 M
3989,Capital Environment Holdings Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,264.1 M,2022,-,NA,-10.322 M,-10.907 M,-24.635 M,-24.277 M,-41.901 M,-41.291 M,-12.003 M,-11.539 M,-22.529 M,-22.475 M,-37.964 M
1211,BYD Company Limited,Consumer Discretionary,Automobiles,Automobiles & Components,86.195 B,2022,6.146 B,1.28 B,-239.9 M,2.67 B,1.843 B,516.6 M,-620.5 M,2.165 B,1.538 B,1.136 B,143.7 M,816 M,303.2 M
2008,Phoenix Media Investment (Holdings) Limited,Communication Services,Media,Media,194 M,2022,-,NA,-8.832 M,-8.847 M,-5.329 M,-5.337 M,-10.246 M,-10.233 M,-21.133 M,-21.14 M,-28.718 M,-28.71 M,-15.28 M
184,Keck Seng Investments (Hong Kong) Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,125.7 M,2022,-,NA,9.161 M,9.177 M,-1.129 M,-1.131 M,-1.979 M,-1.976 M,-8.788 M,-8.791 M,-9.424 M,-9.421 M,6.014 M
194,Liu Chong Hing Investment Limited,Real Estate,Real Estate Management & Development,Real Estate,313.5 M,2022,-,NA,-4.381 M,-4.389 M,2.558 M,2.561 M,7.213 M,7.204 M,16.309 M,16.314 M,1.451 M,1.451 M,1.134 M
1045,APT Satellite Holdings Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,294.5 M,2022,-,NA,14.131 M,14.156 M,31.424 M,31.472 M,9.122 M,9.111 M,27.325 M,27.333 M,16.615 M,16.61 M,26.045 M
2218,"Yantai North Andre Juice Co.,Ltd.",Consumer Staples,Food Products,"Food, Beverage & Tobacco",735.2 M,2022,29.612 M,40.851 M,18.319 M,-33.613 M,1.381 M,29.374 M,20.503 M,-37.599 M,-6.557 M,31.484 M,31.896 M,-37.994 M,-11.852 M
62,Transport International Holdings Limited,Industrials,Road & Rail,Transportation,640.1 M,2022,-,NA,-32.369 M,-32.426 M,17.837 M,17.864 M,-24.188 M,-24.158 M,-1.548 M,-1.548 M,-3.232 M,-3.231 M,23.818 M
39,China Beidahuang Industry Group Holdings Limited,Consumer Discretionary,Distributors,Retailing,158 M,2022,19.464 M,6.768 M,2.995 M,2.999 M,7.874 M,7.864 M,3.322 M,3.324 M,4.582 M,4.58 M,2.55 M,2.536 M,4.785 M
1385,Shanghai Fudan Microelectronics Group Company Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,5.941 B,2022,-66.876 M,-24.406 M,-29.007 M,28.075 M,16.608 M,3.346 M,-20.343 M,6.401 M,5.801 M,-2.387 M,-2.145 M,-2.14 M,7.603 M
878,Soundwill Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,244.7 M,2022,-,NA,3.294 M,3.3 M,14.027 M,14.048 M,11.244 M,11.23 M,11.461 M,11.465 M,5.61 M,5.609 M,-1.257 M
187,Beijing Jingcheng Machinery Electric Company Limited,Industrials,Machinery,Capital Goods,819.8 M,2022,-13.597 M,-2.093 M,-7.915 M,-2.063 M,-616.988 K,-5.148 M,-3.692 M,-14.624 M,3.319 M,1.019 M,1.835 M,5.373 M,3.006 M
662,Asia Financial Holdings Limited,Financials,Insurance,Insurance,386.3 M,2022,-8.588 M,-14.625 M,10.372 M,10.388 M,-17.883 M,-17.861 M,-11.437 M,-11.441 M,9.463 M,9.46 M,26.365 M,26.213 M,12.664 M
222,Min Xin Holdings Limited,Financials,Insurance,Insurance,229 M,2022,10.961 M,2.995 M,15.746 M,15.77 M,-753.252 K,-752.324 K,14.679 M,14.684 M,-13.949 M,-13.945 M,-6.172 M,-6.137 M,4.218 M
419,Huayi Tencent Entertainment Company Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,242.3 M,2022,-9.377 M,-6.255 M,1.565 M,1.568 M,5.016 M,5.01 M,-1.412 M,-1.412 M,-3.219 M,-3.218 M,-9.176 M,-9.123 M,-4.314 M
152,Shenzhen International Holdings Limited,Industrials,Transportation Infrastructure,Transportation,2.169 B,2022,-319.7 M,52.347 M,-226.5 M,-226.9 M,-69.826 M,-69.74 M,-53.201 M,-53.218 M,-212.1 M,-212.1 M,113 M,112.4 M,82.613 M
431,Greater China Financial Holdings Limited,Financials,Consumer Finance,Diversified Financials,129.8 M,2022,-12.417 M,-2.454 M,-3.783 M,-3.789 M,-6.61 M,-6.601 M,1.943 M,1.943 M,-11.929 M,-11.925 M,540.014 K,536.893 K,-6.455 M
746,Lee & Man Chemical Company Limited,Materials,Chemicals,Materials,517.1 M,2022,-,NA,42.172 M,42.246 M,31.998 M,32.047 M,19.831 M,19.807 M,24.588 M,24.596 M,1.276 M,1.276 M,12.222 M
317,CSSC Offshore & Marine Engineering (Group) Company Limited,Industrials,Machinery,Capital Goods,3.45 B,2022,619.1 M,-267 M,469.8 M,845.1 M,-29.211 M,-186 M,13.721 M,297.6 M,-27.611 M,-285.6 M,-171.9 M,1.097 B,-167.7 M
612,China Investment Fund Company Limited,Financials,Capital Markets,Diversified Financials,407.1 M,2022,-14.689 M,-3.405 M,-3.971 M,-3.977 M,3.037 M,3.033 M,-5.597 M,-5.598 M,-5.803 M,-5.801 M,-2.363 M,-2.349 M,8.885 M
861,Digital China Holdings Limited,Information Technology,IT Services,Software & Services,833.6 M,2022,66.899 M,-35.335 M,69.167 M,69.272 M,-38.545 M,-38.498 M,93.634 M,93.663 M,-23.621 M,-23.615 M,91.351 M,90.823 M,-40.555 M
3,The Hong Kong and China Gas Company Limited,Utilities,Gas Utilities,Utilities,16.497 B,2022,-,NA,77.578 M,77.713 M,97.126 M,97.274 M,108.3 M,108.2 M,66.424 M,66.445 M,107.3 M,107.2 M,91.153 M
2098,Zall Smart Commerce Group Ltd.,Industrials,Trading Companies & Distributors,Capital Goods,639.7 M,2022,57.158 M,81.305 M,-50.989 M,-50.248 M,101 M,99.51 M,80.664 M,77.548 M,-101.7 M,-101.5 M,-2.622 M,-2.554 M,2.264 M
273,Mason Group Holdings Limited,Financials,Capital Markets,Diversified Financials,163.9 M,2022,30.464 M,-18.468 M,33.885 M,33.937 M,-31.579 M,-31.541 M,-403.742 K,-403.869 K,-16.121 M,-16.117 M,-13.012 M,0 K,6.831 M
1316,Nexteer Automotive Group Limited,Consumer Discretionary,Auto Components,Automobiles & Components,1.576 B,2022,-,NA,33.298 M,33.298 M,61.928 M,61.928 M,10.963 M,10.963 M,195.2 M,195.2 M,-60.175 M,-60.175 M,82.547 M
2112,Grace Life-tech Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,110.8 M,2022,235 K,-428.5 K,546 K,546 K,5 K,5 K,-292 K,-292 K,-318 K,-318 K,-8.711 M,-8.711 M,4.46 M
1293,Grand Baoxin Auto Group Limited,Consumer Discretionary,Specialty Retail,Retailing,135.6 M,2022,73.382 M,22.28 M,16.455 M,16.215 M,58.318 M,57.469 M,67.384 M,64.781 M,55.683 M,55.549 M,9.859 M,9.606 M,-8.194 M
3836,China Harmony Auto Holding Limited,Consumer Discretionary,Specialty Retail,Retailing,185.4 M,2022,29.325 M,27.367 M,-11.846 M,-11.673 M,14.58 M,14.368 M,-2.935 M,-2.822 M,45.711 M,45.602 M,-44.405 M,-43.265 M,31.184 M
1250,Shandong Hi-Speed New Energy Group Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,944.5 M,2022,256.1 M,68.935 M,59.605 M,59.695 M,1.15 M,0 K,-2.7 M,0 K,-30.059 M,-30.051 M,-114 M,-33.478 M,-36.702 M
1431,YuanShengTai Dairy Farm Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",104.6 M,2022,-53.702 M,-11.283 M,-17.052 M,-16.804 M,-4.67 M,-4.602 M,-29.607 M,-28.463 M,20.326 M,20.277 M,-13.94 M,-13.582 M,2.122 M
1890,China Kepei Education Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,644.1 M,2022,103.1 M,29.832 M,24.773 M,24.557 M,0 K,0 K,-25.377 M,-24.973 M,38.379 M,36.822 M,-8.593 M,-8.542 M,34.239 M
1359,"China Cinda Asset Management Co., Ltd.",Financials,Capital Markets,Diversified Financials,5.056 B,2022,-5.607 B,-1.882 B,0 K,0 K,4.783 B,4.713 B,3.145 B,3.024 B,-651.9 M,-650.3 M,346.6 M,337.7 M,-2.47 B
1252,China Tianrui Group Cement Company Limited,Materials,Construction Materials,Materials,2.19 B,2022,250.4 M,134.5 M,-2.174 M,-2.142 M,190.7 M,187.9 M,38.029 M,36.56 M,114.6 M,114.3 M,60.045 M,58.504 M,66.56 M
3380,Logan Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,640 M,2022,-408.9 M,-448.6 M,0 K,0 K,122.6 M,120.8 M,-324.1 M,-311.6 M,381.6 M,380.7 M,-229.9 M,-224 M,655.1 M
3315,Goldpac Group Limited,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,169.1 M,2022,-,NA,-23.095 M,-24.405 M,3.309 M,3.261 M,-9.95 M,-9.805 M,18.76 M,18.035 M,-9.046 M,-9.024 M,19.413 M
1113,CK Asset Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,21.58 B,2022,-,NA,517.6 M,518.5 M,0 K,0 K,-177.6 M,-177.4 M,750 M,835.7 M,731.8 M,731.6 M,1.912 B
2686,AAG Energy Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,692.1 M,2022,100.7 M,20.517 M,30.056 M,31.761 M,53.574 M,52.794 M,-1.294 M,-1.275 M,-2.275 M,-2.187 M,4.238 M,4.227 M,33.14 M
1302,LifeTech Scientific Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,1.646 B,2022,37.774 M,9.954 M,9.981 M,9.836 M,6.673 M,6.575 M,12.921 M,12.422 M,4.583 M,4.572 M,8.84 M,8.613 M,6.939 M
2318,"Ping An Insurance (Group) Company of China, Ltd.",Financials,Insurance,Insurance,112.1 B,2022,69.165 B,3.516 B,10.413 B,38.718 B,5.865 B,4.335 B,-7.324 B,9.156 B,6.646 B,19.332 B,117.9 M,17.874 B,-12.448 B
733,Hopefluent Group Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,178.6 M,2022,-186.4 M,-8.026 M,-85.722 M,-85.852 M,17.844 M,0 K,6.886 M,6.888 M,40.813 M,40.802 M,0 K,0 K,11.868 M
883,CNOOC Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,68.716 B,2022,17.555 B,6.899 B,3.816 B,2.952 B,2.131 B,3.634 B,1.448 B,-2.091 B,-2.01 B,2.421 B,2.415 B,-479.3 M,-467 M
336,Huabao International Holdings Limited,Materials,Chemicals,Materials,1.564 B,2022,91.161 M,-5.358 M,53.402 M,52.625 M,24.929 M,24.566 M,69.011 M,66.345 M,27.164 M,27.099 M,80.935 M,78.858 M,8.767 M
2678,Texhong International Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,723.9 M,2022,-255.3 M,-21.851 M,-112.8 M,-111.1 M,118.8 M,117.1 M,126.8 M,121.9 M,69.679 M,69.512 M,913.484 K,890.041 K,45.137 M
2343,Pacific Basin Shipping Limited,Industrials,Marine,Transportation,2.151 B,2022,850.6 M,187.2 M,238.1 M,238.1 M,259.7 M,259.7 M,53.278 M,53.278 M,54.926 M,54.926 M,3.167 M,3.167 M,22.966 M
