Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,Revenue,Revenue FQ-1,Revenue FQ-2,Revenue FQ-3,Revenue FQ-4,Revenue FQ-5,Revenue FQ-6,Revenue FQ-7,Revenue FQ-8,Revenue FQ-9,Revenue FQ-10,Revenue FQ-11,Revenue FQ-12
661,China Daye Non-Ferrous Metals Mining Limited,Materials,Metals & Mining,Materials,161.9 M,2022,5.493 B,1.416 B,1.483 B,1.462 B,1.303 B,1.284 B,1.328 B,1.276 B,853.1 M,851.1 M,1.108 B,1.079 B,1.265 B
6830,Huazhong In-Vehicle Holdings Company Limited,Consumer Discretionary,Auto Components,Automobiles & Components,558.9 M,2022,265.3 M,61.1 M,78.889 M,77.742 M,69.094 M,68.088 M,95.428 M,91.742 M,53.708 M,53.579 M,90.055 M,87.744 M,66.95 M
3939,Wanguo International Mining Group Limited,Materials,Metals & Mining,Materials,208.9 M,2022,98.799 M,24.662 M,24.663 M,26.061 M,93.752 M,92.388 M,63.714 M,62.786 M,91.291 M,87.764 M,14.315 M,14.281 M,13.805 M
1258,China Nonferrous Mining Corporation Limited,Materials,Metals & Mining,Materials,1.777 B,2022,4.148 B,1.103 B,970.5 M,970.5 M,1.055 B,1.055 B,827.2 M,827.2 M,471.4 M,471.4 M,481.2 M,481.2 M,523.1 M
329,OCI International Holdings Limited,Financials,Capital Markets,Diversified Financials,137.6 M,2022,1.433 M,617.621 K,100.493 K,100.646 K,4.615 M,4.609 M,6.304 M,6.306 M,1.876 M,1.876 M,3.133 M,3.115 M,3.373 M
695,Dongwu Cement International Limited,Materials,Construction Materials,Materials,289 M,2022,47.702 M,10.766 M,12.955 M,12.978 M,19.87 M,20.185 M,17.613 M,17.591 M,-,-,12.37 M,12.341 M,-
3360,Far East Horizon Limited,Financials,Diversified Financial Services,Diversified Financials,3.75 B,2022,4.941 B,1.255 B,1.211 B,1.279 B,1.327 B,1.308 B,1.147 B,1.13 B,1.086 B,1.044 B,837.8 M,835.8 M,858.1 M
3316,Binjiang Service Group Co. Ltd.,Industrials,Commercial Services & Supplies,Commercial & Professional Services,843.3 M,2022,287.5 M,80.898 M,62.051 M,65.57 M,63.553 M,62.628 M,45.778 M,45.112 M,41.685 M,40.075 M,29.437 M,29.367 M,27.616 M
1689,Huaxi Holdings Company Limited,Materials,Containers & Packaging,Materials,120.6 M,2022,33.005 M,4.992 M,11.593 M,11.611 M,14.411 M,14.393 M,10.596 M,10.599 M,13.49 M,13.486 M,9.605 M,9.629 M,8.007 M
1115,Tibet Water Resources Ltd.,Consumer Staples,Beverages,"Food, Beverage & Tobacco",214.7 M,2022,62.183 M,14.498 M,18.316 M,18.049 M,17.294 M,17.042 M,20.673 M,19.874 M,15.78 M,15.742 M,22.381 M,21.806 M,29.839 M
1415,Cowell e Holdings Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,2.101 B,2022,1.116 B,355.8 M,202.3 M,202.3 M,250.8 M,250.8 M,148.8 M,148.8 M,221.3 M,221.3 M,153.8 M,153.8 M,174.6 M
6118,Austar Lifesciences Limited,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",139.7 M,2022,337.8 M,87.056 M,91.239 M,89.912 M,66.235 M,65.271 M,59.591 M,57.289 M,36.656 M,36.568 M,41.02 M,39.967 M,34.79 M
1551,"Guangzhou Rural Commercial Bank Co., Ltd.",Financials,Banks,Banks,3.603 B,2022,1.403 B,507.2 M,233.8 M,230.4 M,617.1 M,608.1 M,501.7 M,482.3 M,477 M,475.9 M,664 M,647 M,527.6 M
1583,Qinqin Foodstuffs Group (Cayman) Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",134.7 M,2022,138.8 M,29.941 M,39.665 M,41.915 M,27.902 M,27.496 M,39.152 M,38.582 M,26.604 M,25.576 M,31.526 M,31.451 M,22.522 M
2278,Hailan Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,122.3 M,2022,86.528 M,31.55 M,14.135 M,13.93 M,29.263 M,28.837 M,14.855 M,14.281 M,37.275 M,37.185 M,19.811 M,19.302 M,5.739 M
6885,Henan Jinma Energy Company Limited,Materials,Metals & Mining,Materials,196.4 M,2022,1.805 B,416 M,487.2 M,514.8 M,343.3 M,338.3 M,235 M,231.6 M,180 M,277 M,236.1 M,235.6 M,258.8 M
2337,United Strength Power Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,290.1 M,2022,928.4 M,211.5 M,278.4 M,274.4 M,177.4 M,174.8 M,142.1 M,136.7 M,115 M,114.8 M,269.9 M,263 M,14.196 M
1916,"Jiangxi Bank Co., Ltd.",Financials,Banks,Banks,782.8 M,2022,915.5 M,245.3 M,237.9 M,234.4 M,241.2 M,237.6 M,221.7 M,213.2 M,219.8 M,219.3 M,189.3 M,184.4 M,278.7 M
797,7Road Holdings Limited,Communication Services,Entertainment,Media,834.8 M,2022,76.937 M,16.125 M,24.47 M,24.114 M,8.482 M,8.358 M,17.31 M,16.641 M,14.035 M,14.001 M,16.509 M,16.085 M,7.535 M
1735,Central Holding Group Co. Ltd.,Industrials,Construction & Engineering,Capital Goods,2.298 B,2022,170.6 M,36.097 M,49.561 M,49.637 M,20.183 M,5.535 M,4.874 M,4.849 M,6.69 M,6.712 M,6.255 M,6.27 M,6.453 M
1725,Hong Kong Aerospace Technology Group Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,461.3 M,2022,106.9 M,25.586 M,30.825 M,30.376 M,20.013 M,19.721 M,19.346 M,18.598 M,20.894 M,20.844 M,19.705 M,19.2 M,19.799 M
1180,Paradise Entertainment Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,119.3 M,2022,53.193 M,11.562 M,15.152 M,15.175 M,16.606 M,16.585 M,11.248 M,11.252 M,11.44 M,11.437 M,37.844 M,37.625 M,37.89 M
3737,Zhongzhi Pharmaceutical Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",113.3 M,2022,264.7 M,68.839 M,63.162 M,66.744 M,67.646 M,66.662 M,68.662 M,67.662 M,66.347 M,63.784 M,52.203 M,52.077 M,50.717 M
533,Goldlion Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,157.1 M,2022,181.4 M,50.972 M,39.219 M,39.287 M,50.184 M,50.26 M,37.972 M,37.926 M,45.139 M,45.153 M,34.798 M,34.788 M,54.353 M
716,Singamas Container Holdings Limited,Industrials,Machinery,Capital Goods,191.2 M,2022,776 M,151.8 M,236.2 M,236.2 M,347.9 M,347.9 M,227.9 M,227.9 M,88.425 M,88.425 M,48.727 M,48.727 M,64.092 M
201,Magnificent Hotel Investments Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,129.9 M,2022,56.304 M,10.451 M,17.548 M,17.579 M,11.795 M,11.813 M,9.175 M,9.164 M,8.585 M,8.588 M,5.825 M,5.824 M,10.198 M
655,Hongkong Chinese Limited,Real Estate,Real Estate Management & Development,Real Estate,129.8 M,2022,9.76 M,2.34 M,2.561 M,2.565 M,4.075 M,4.075 M,7.239 M,2.249 M,2.321 M,2.329 M,2.107 M,2.112 M,2.432 M
733,Hopefluent Group Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,178.6 M,2022,791.6 M,189.8 M,207.6 M,208 M,253.2 M,252.9 M,231.7 M,231.8 M,168.3 M,168.2 M,-,-,189.2 M
2343,Pacific Basin Shipping Limited,Industrials,Marine,Transportation,2.151 B,2022,3.282 B,779.4 M,861.4 M,861.4 M,915.2 M,915.2 M,571 M,571 M,394.7 M,394.7 M,340.7 M,340.7 M,409.4 M
93,Termbray Industries International (Holdings) Limited,Real Estate,Real Estate Management & Development,Real Estate,180.1 M,2022,17.144 M,4.635 M,3.971 M,2.098 M,560.966 K,560.93 K,413.535 K,411.427 K,539.508 K,541.316 K,741.342 K,743.178 K,1.211 M
258,Tomson Group Limited,Real Estate,Real Estate Management & Development,Real Estate,421.8 M,2022,86.984 M,19.263 M,24.419 M,24.456 M,25.649 M,25.617 M,40.064 M,40.076 M,19.919 M,19.913 M,28.389 M,28.225 M,30.296 M
408,Yip's Chemical Holdings Limited,Materials,Chemicals,Materials,273.7 M,2022,430.3 M,-,491.7 M,492.6 M,599.8 M,600.7 M,544.4 M,543.7 M,407 M,407.1 M,288.1 M,288 M,354.6 M
769,China Rare Earth Holdings Limited,Materials,Metals & Mining,Materials,134.2 M,2022,136.8 M,25.558 M,43.186 M,43.252 M,34.714 M,34.671 M,42.082 M,42.095 M,29.665 M,29.657 M,37.188 M,36.973 M,28.098 M
551,Yue Yuen Industrial (Holdings) Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,2.264 B,2022,8.97 B,2.262 B,2.315 B,2.394 B,2.092 B,1.634 B,2.314 B,2.493 B,2.358 B,2.001 B,2.116 B,1.969 B,2.586 B
618,Peking University Resources (Holdings) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,132.6 M,2022,1.489 B,-,-,-,-,-,372.6 M,367.2 M,492.5 M,473.5 M,187.9 M,187.4 M,1.116 B
412,Shandong Hi-Speed Holdings Group Limited,Financials,Diversified Financial Services,Diversified Financials,3.811 B,2022,222 M,77.667 M,33.686 M,33.737 M,34.8 M,34.757 M,41.978 M,41.992 M,40.093 M,40.082 M,36.2 M,35.991 M,21.121 M
8227,"Xi'an Haitian Antenna Technologies Co., Ltd.",Information Technology,Communications Equipment,Technology Hardware & Equipment,106.4 M,2022,4.171 M,713.662 K,1.119 M,2.05 M,1.487 M,1.334 M,1.197 M,922.62 K,364.493 K,269.359 K,250.855 K,1.764 M,536.503 K
120,Cosmopolitan International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.649 B,2022,332.5 M,65.815 M,101.2 M,101.3 M,3.928 M,3.923 M,2.354 M,2.355 M,2.135 M,2.135 M,4.536 M,4.51 M,3.13 M
1098,Road King Infrastructure Limited,Real Estate,Real Estate Management & Development,Real Estate,304.5 M,2022,2.198 B,776 M,316.9 M,317.4 M,1.265 B,1.267 B,318.7 M,318.3 M,1.033 B,1.033 B,528 M,527.8 M,939.3 M
10,Hang Lung Group Limited,Real Estate,Real Estate Management & Development,Real Estate,2.39 B,2022,1.421 B,342.2 M,364.5 M,365.2 M,363 M,363.6 M,337.7 M,337.3 M,318.9 M,319 M,276.8 M,276.7 M,320.1 M
2038,FIH Mobile Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,877.9 M,2022,9.394 B,2.635 B,2.063 B,2.063 B,2.322 B,2.322 B,1.969 B,1.969 B,2.633 B,2.633 B,1.834 B,1.834 B,-
1126,Dream International Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,365.6 M,2022,801.1 M,217.3 M,181.1 M,181.4 M,182.2 M,182.4 M,126.2 M,126 M,138.7 M,138.7 M,105.1 M,105.1 M,152.9 M
580,Sun.King Technology Group Limited,Industrials,Electrical Equipment,Capital Goods,378 M,2022,133.1 M,34.98 M,31.345 M,33.123 M,34.635 M,34.131 M,38.003 M,37.45 M,40.449 M,38.886 M,48.668 M,48.551 M,55.17 M
853,MicroPort Scientific Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,4.703 B,2022,799 M,202.5 M,197 M,197 M,192.3 M,192.3 M,170.9 M,170.9 M,153.5 M,153.5 M,200.4 M,200.4 M,196.3 M
1091,South Manganese Investment Limited,Materials,Metals & Mining,Materials,231.5 M,2022,2.244 B,575 M,551.7 M,552.5 M,272.3 M,272 M,144.8 M,144.8 M,137 M,136.9 M,170.8 M,169.8 M,201 M
1719,China Infrastructure & Logistics Group Ltd.,Industrials,Transportation Infrastructure,Transportation,219.8 M,2022,40.937 M,12.078 M,8.279 M,8.293 M,8.027 M,8.039 M,7.889 M,7.88 M,22.098 M,22.105 M,4.853 M,4.852 M,15.318 M
337,Greenland Hong Kong Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,3.806 B,396.1 M,1.611 B,1.588 B,1.041 B,1.026 B,1.807 B,1.737 B,717.7 M,716 M,2.215 B,2.158 B,422.4 M
3989,Capital Environment Holdings Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,264.1 M,2022,665.4 M,150.5 M,182.6 M,193 M,306.7 M,302.2 M,211.8 M,208.7 M,331.3 M,318.5 M,235 M,234.4 M,222.7 M
1383,LET Group Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,160.8 M,2022,49.225 M,12.156 M,10.121 M,10.323 M,9.313 M,9.302 M,17.496 M,-4.183 M,5.281 M,5.268 M,18.375 M,17.904 M,20.343 M
78,Regal Hotels International Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,360.7 M,2022,216.1 M,73.603 M,34.791 M,34.844 M,30.537 M,30.499 M,8.604 M,8.606 M,19.902 M,19.896 M,70.518 M,70.11 M,77.783 M
1543,"Guangdong Join-Share Financing Guarantee Investment Co., Ltd.",Financials,Consumer Finance,Diversified Financials,355.9 M,2022,48.123 M,13.079 M,12.319 M,12.14 M,13.088 M,12.897 M,11.706 M,11.253 M,11.759 M,11.731 M,13.515 M,13.168 M,12.879 M
1548,Genscript Biotech Corporation,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",4.982 B,2022,586.2 M,152.3 M,140.7 M,140.7 M,114.8 M,114.8 M,112.2 M,112.2 M,83.197 M,83.197 M,75.738 M,75.738 M,60.939 M
2302,CNNC International Limited,Industrials,Trading Companies & Distributors,Capital Goods,115.9 M,2022,96.838 M,36.628 M,11.931 M,11.95 M,6.091 M,6.084 M,28.217 M,28.226 M,79.025 M,79.003 M,127.2 M,126.5 M,76.012 M
1205,CITIC Resources Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,430.4 M,2022,748.6 M,206.1 M,169.7 M,169.9 M,109.7 M,109.6 M,104.1 M,104.2 M,79.714 M,79.692 M,102.5 M,101.9 M,117 M
1168,Sinolink Worldwide Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,134 M,2022,40.932 M,13.507 M,6.847 M,6.859 M,11.77 M,11.788 M,3.575 M,3.571 M,11.263 M,11.267 M,-2.152 M,-2.151 M,3.826 M
108,GR Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,387.2 M,2022,47.341 M,12.856 M,10.907 M,10.923 M,11.118 M,11.104 M,8.529 M,10.549 M,9.913 M,9.91 M,12.871 M,12.796 M,11.368 M
563,Shanghai Industrial Urban Development Group Limited,Real Estate,Real Estate Management & Development,Real Estate,317.4 M,2022,1.412 B,268.4 M,433.8 M,434.6 M,412.9 M,413.5 M,294.8 M,294.4 M,205.3 M,205.4 M,204.7 M,204.6 M,255.4 M
158,Melbourne Enterprises Limited,Real Estate,Real Estate Management & Development,Real Estate,388.9 M,2022,20.218 M,5.011 M,5.111 M,5.135 M,4.823 M,4.836 M,5.488 M,5.504 M,6.318 M,6.317 M,6.822 M,6.787 M,7.24 M
340,Tongguan Gold Group Limited,Materials,Metals & Mining,Materials,172.9 M,2022,74.064 M,11.463 M,25.754 M,25.793 M,18.04 M,18.018 M,15.542 M,15.547 M,5.595 M,5.593 M,5.862 M,5.828 M,6.406 M
662,Asia Financial Holdings Limited,Financials,Insurance,Insurance,386.3 M,2022,197.7 M,41.822 M,57.13 M,57.217 M,56.055 M,55.986 M,57.606 M,57.625 M,36.624 M,36.614 M,40.427 M,40.194 M,49.123 M
50,Hong Kong Ferry (Holdings) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,331.3 M,2022,35.953 M,9.025 M,8.854 M,8.869 M,8.331 M,8.344 M,7.36 M,7.351 M,6.647 M,6.649 M,6.787 M,6.785 M,8.237 M
346,Yanchang Petroleum International Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,126.1 M,2022,2.41 B,596.3 M,613.7 M,614.6 M,657.7 M,656.9 M,1.232 B,1.232 B,526.5 M,526.4 M,306.7 M,304.9 M,219.2 M
431,Greater China Financial Holdings Limited,Financials,Consumer Finance,Diversified Financials,129.8 M,2022,30.366 M,7.921 M,7.322 M,7.333 M,10.992 M,10.978 M,16.579 M,16.585 M,8.726 M,8.723 M,5.537 M,5.505 M,4.142 M
228,China Energy Development Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,124.7 M,2022,41.384 M,8.757 M,11.823 M,11.844 M,9.685 M,9.7 M,13.045 M,13.028 M,6.534 M,6.536 M,4.656 M,4.655 M,4.827 M
251,S E A Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,145.7 M,2022,56.526 M,11.881 M,16.509 M,16.534 M,17.457 M,17.436 M,18.653 M,18.659 M,20.414 M,20.408 M,24.67 M,24.528 M,28.094 M
535,Gemdale Properties and Investment Corporation Limited,Real Estate,Real Estate Management & Development,Real Estate,1.1 B,2022,1.696 B,171.4 M,722.8 M,712.3 M,387 M,381.4 M,846.2 M,813.5 M,413.1 M,412.1 M,621 M,605.1 M,223 M
2878,Solomon Systech (International) Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,158.9 M,2022,190.8 M,41.148 M,54.274 M,54.274 M,46.646 M,46.646 M,37.414 M,37.414 M,31.343 M,31.343 M,29.287 M,29.287 M,25.862 M
1708,Nanjing Sample Technology Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,423.8 M,2022,129.8 M,41.926 M,26.603 M,26.216 M,44.593 M,43.944 M,49.595 M,47.679 M,21.121 M,21.07 M,48.125 M,46.89 M,59.487 M
240,Build King Holdings Limited,Industrials,Construction & Engineering,Capital Goods,159.8 M,2022,1.591 B,419.7 M,371.7 M,372.3 M,343.2 M,343.8 M,301.2 M,300.9 M,252.1 M,252.2 M,239.9 M,239.9 M,256.6 M
1184,S.A.S. Dragon Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,274.3 M,2022,4.22 B,957.2 M,1.162 B,1.164 B,1.106 B,1.105 B,761.9 M,762.2 M,538.7 M,538.6 M,645 M,641.3 M,534.5 M
560,Chu Kong Shipping Enterprises (Group) Company Limited,Industrials,Marine,Transportation,138.5 M,2022,371.5 M,82.701 M,102 M,102.2 M,72.193 M,72.303 M,73.586 M,73.495 M,63.325 M,63.345 M,56.299 M,56.283 M,67.963 M
393,Glorious Sun Enterprises Limited,Consumer Discretionary,Specialty Retail,Retailing,151.8 M,2022,146 M,36.379 M,36.935 M,36.991 M,27.17 M,27.136 M,16.109 M,16.114 M,29.533 M,29.524 M,35.21 M,35.007 M,42.472 M
97,Henderson Investment Limited,Consumer Discretionary,Multiline Retail,Retailing,108.7 M,2022,228.8 M,54.652 M,59.132 M,59.234 M,56.114 M,56.2 M,57.635 M,57.564 M,61.206 M,61.226 M,56.77 M,56.755 M,50.113 M
809,Global Bio-chem Technology Group Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",147.5 M,2022,69.096 M,9.93 M,24.795 M,24.832 M,23.178 M,23.15 M,23.846 M,23.854 M,30.91 M,30.901 M,113.1 M,112.4 M,179.2 M
99,Wong's International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,114 M,2022,445.7 M,-,99.351 M,99.524 M,109 M,109.2 M,100.3 M,100.1 M,115.2 M,115.2 M,92.826 M,92.801 M,114.2 M
31,China Aerospace International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,169 M,2022,576.7 M,129.9 M,156.9 M,157.1 M,166 M,166.2 M,138.9 M,138.8 M,-,-,97.191 M,97.165 M,115 M
2383,TOM Group Limited,Communication Services,Media,Media,327.5 M,2022,106.3 M,27.333 M,25.552 M,25.596 M,31.236 M,31.284 M,25.907 M,25.875 M,32.255 M,32.265 M,23.732 M,23.725 M,31.047 M
169,Wanda Hotel Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,161.6 M,2022,103.7 M,22.694 M,29.406 M,29.451 M,26.733 M,26.7 M,26.402 M,26.41 M,15.874 M,15.869 M,-,-,25.014 M
255,Lung Kee (Bermuda) Holdings Limited,Industrials,Machinery,Capital Goods,200.4 M,2022,206.7 M,-,57.829 M,57.929 M,69.542 M,69.647 M,76.57 M,76.475 M,71.546 M,71.569 M,61.645 M,61.628 M,74.218 M
719,Shandong Xinhua Pharmaceutical Company Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.749 B,2022,1.088 B,251.5 M,273.6 M,288.8 M,254.9 M,215.4 M,276.1 M,269.8 M,209.4 M,199.2 M,223.6 M,240.9 M,168.8 M
226,Lippo Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,141.4 M,2022,86.889 M,20.103 M,23.527 M,23.563 M,24.995 M,24.994 M,4.765 M,25.422 M,33.745 M,33.858 M,79.414 M,79.611 M,83.504 M
775,"CK Life Sciences Int'l., (Holdings) Inc.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",930.5 M,2022,675.9 M,174.2 M,161.9 M,162.2 M,177.3 M,177.5 M,169.9 M,169.7 M,165.3 M,165.4 M,153.5 M,153.5 M,152.1 M
568,Shandong Molong Petroleum Machinery Company Limited,Energy,Energy Equipment & Services,Energy,390.4 M,2022,423.1 M,150.7 M,88.463 M,124.2 M,162.4 M,209.7 M,83.036 M,120.7 M,128.9 M,116.1 M,74.279 M,141.9 M,143.2 M
360,New Focus Auto Tech Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,100.9 M,2022,89.251 M,19.54 M,-,-,29.265 M,28.839 M,37.591 M,39.205 M,26.843 M,26.779 M,50.619 M,49.32 M,76.145 M
716,Singamas Container Holdings Limited,Industrials,Machinery,Capital Goods,191.2 M,2022,776 M,151.8 M,236.2 M,236.2 M,347.9 M,347.9 M,227.9 M,227.9 M,88.425 M,88.425 M,48.727 M,48.727 M,64.092 M
50,Hong Kong Ferry (Holdings) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,331.3 M,2022,35.953 M,9.025 M,8.854 M,8.869 M,8.331 M,8.344 M,7.36 M,7.351 M,6.647 M,6.649 M,6.787 M,6.785 M,8.237 M
3833,"Xinjiang Xinxin Mining Industry Co., Ltd.",Materials,Metals & Mining,Materials,363.2 M,2022,442.7 M,137.3 M,96.406 M,95.004 M,89.598 M,88.294 M,93.582 M,89.967 M,44.735 M,44.627 M,76.342 M,74.383 M,43.28 M
607,Fullshare Holdings Limited,Industrials,Electrical Equipment,Capital Goods,378.3 M,2022,3.039 B,787 M,797.8 M,786.2 M,844.9 M,832.6 M,795.7 M,764.9 M,409.3 M,408.3 M,456.7 M,444.9 M,349.8 M
993,Huarong International Financial Holdings Limited,Financials,Capital Markets,Diversified Financials,105.4 M,2022,-173.5 M,-42.563 M,-44.525 M,-44.592 M,-6.464 M,-6.456 M,-80.462 M,-80.487 M,-19.719 M,-19.713 M,-62.163 M,-50.858 M,-2.968 M
1141,CMBC Capital Holdings Limited,Financials,Capital Markets,Diversified Financials,183.2 M,2022,51.937 M,9.111 M,16.982 M,17.008 M,20.958 M,20.932 M,24.956 M,24.964 M,24.399 M,24.392 M,29.099 M,28.931 M,18.799 M
686,"Beijing Energy International Holding Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,527.9 M,2022,522.4 M,156.5 M,119.2 M,117.5 M,101.4 M,99.962 M,82.57 M,79.38 M,75.791 M,75.609 M,77.195 M,75.214 M,79.587 M
2878,Solomon Systech (International) Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,158.9 M,2022,190.8 M,41.148 M,54.274 M,54.274 M,46.646 M,46.646 M,37.414 M,37.414 M,31.343 M,31.343 M,29.287 M,29.287 M,25.862 M
3636,Poly Culture Group Corporation Limited,Communication Services,Entertainment,Media,121.4 M,2022,378.1 M,61.405 M,80.883 M,170.8 M,90.228 M,152.8 M,78.821 M,204.3 M,59.399 M,45.663 M,37.263 M,195.8 M,102.5 M
815,China Silver Group Limited,Materials,Metals & Mining,Materials,103.3 M,2022,188.9 M,75.097 M,24.66 M,24.302 M,154.1 M,151.9 M,225.9 M,217.2 M,128.1 M,127.8 M,200 M,194.9 M,83.149 M
3903,"Hanhua Financial Holding Co., Ltd.",Financials,Diversified Financial Services,Diversified Financials,190.5 M,2022,78.415 M,15.16 M,24.883 M,24.521 M,30.789 M,30.341 M,30.117 M,28.953 M,38.462 M,38.369 M,42.586 M,41.493 M,44.173 M
240,Build King Holdings Limited,Industrials,Construction & Engineering,Capital Goods,159.8 M,2022,1.591 B,419.7 M,371.7 M,372.3 M,343.2 M,343.8 M,301.2 M,300.9 M,252.1 M,252.2 M,239.9 M,239.9 M,256.6 M
1176,Zhuguang Holdings Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,708.8 M,2022,348.2 M,85.317 M,89.517 M,89.653 M,102.3 M,102.2 M,340.9 M,341 M,86.408 M,86.384 M,120.1 M,119.4 M,141 M
1184,S.A.S. Dragon Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,274.3 M,2022,4.22 B,957.2 M,1.162 B,1.164 B,1.106 B,1.105 B,761.9 M,762.2 M,538.7 M,538.6 M,645 M,641.3 M,534.5 M
