Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,EBITDA,EBITDA FQ-1,EBITDA FQ-2,EBITDA FQ-3,EBITDA FQ-4,EBITDA FQ-5,EBITDA FQ-6,EBITDA FQ-7,EBITDA FQ-8,EBITDA FQ-9,EBITDA FQ-10,EBITDA FQ-11,EBITDA FQ-12
896,Hanison Construction Holdings Limited,Industrials,Construction & Engineering,Capital Goods,158.4 M,2023,-5.094 M,-822.489 K,-1.728 M,-1.737 M,-1.652 M,-1.656 M,-1.569 M,-1.573 M,-871.093 K,-871.038 K,-1.987 M,-1.977 M,339.513 K
1854,China Wantian Holdings Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,108.4 M,2023,-1.795 M,-412.455 K,-486.259 K,-488.549 K,63.008 K,63.174 K,-533.837 K,-535.313 K,9.806 K,9.806 K,-88.421 K,-87.97 K,96.776 K
1651,Precision Tsugami (China) Corporation Limited,Industrials,Machinery,Capital Goods,385.2 M,2023,117.8 M,32.139 M,32.156 M,32.083 M,43.392 M,43.337 M,26.729 M,26.83 M,17.436 M,16.757 M,6.422 M,6.532 M,11.317 M
2138,EC Healthcare,Consumer Discretionary,Diversified Consumer Services,Consumer Services,1.024 B,2023,51.746 M,13.384 M,12.52 M,12.579 M,19.67 M,19.722 M,13.134 M,13.17 M,6.462 M,6.462 M,9.395 M,9.347 M,18.121 M
1382,Pacific Textiles Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,466.5 M,2023,86.71 M,23.191 M,20.214 M,20.309 M,31.01 M,31.091 M,28.209 M,28.287 M,28.98 M,28.978 M,29.767 M,29.615 M,35.748 M
33,International Genius Company,Consumer Discretionary,Distributors,Retailing,134.8 M,2023,-3.709 M,-623.02 K,-1.221 M,-1.224 M,1.715 M,1.717 M,-,-,-1.01 M,-1.011 M,-1.01 M,-1.011 M,-205.019 K
3818,"China Dongxiang (Group) Co., Ltd.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,242.8 M,2023,-209.9 M,-34.662 M,-,-,-64.508 M,-64.425 M,59.908 M,60.135 M,93.668 M,90.017 M,21.899 M,13.361 M,10.118 M
17,New World Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,6.861 B,2023,1.58 B,441.9 M,341 M,341.5 M,392.6 M,393.2 M,71.513 M,71.425 M,461.6 M,461.7 M,158.7 M,158.7 M,624 M
1729,Time Interconnect Technology Limited,Industrials,Electrical Equipment,Capital Goods,421.4 M,2023,40.086 M,11.196 M,8.87 M,8.912 M,11.765 M,11.796 M,10.472 M,10.5 M,13.708 M,13.707 M,8.482 M,8.439 M,11.593 M
1726,HKE Holdings Limited,Industrials,Construction & Engineering,Capital Goods,179.2 M,2023,-12.195 M,-2.539 M,-3.254 M,-3.336 M,-599.425 K,-595.342 K,54.504 K,54.488 K,-49.654 K,-48.041 K,-435.843 K,-427.339 K,251.78 K
8021,WLS Holdings Limited,Industrials,Construction & Engineering,Capital Goods,128.1 M,2023,2.838 K,-209.371 K,1.011 M,-1.159 M,1.351 M,1.447 M,1.455 M,2.05 M,571.506 K,644.302 K,955.062 K,125.897 K,766.559 K
2221,New Concepts Holdings Limited,Industrials,Construction & Engineering,Capital Goods,120.7 M,2023,-775.956 K,-1.369 M,982.092 K,986.717 K,-273.291 K,-274.009 K,-2.403 M,-3.279 M,-376.192 K,-376.168 K,-1.986 M,-1.409 M,-500.147 K
1499,OKG Technology Holdings Limited,Industrials,Construction & Engineering,Capital Goods,242.9 M,2023,4.912 M,3.22 M,-764.112 K,-767.71 K,-1.774 M,-1.779 M,-4.646 M,-4.659 M,-653.61 K,-653.569 K,-1.32 M,-1.313 M,-975.479 K
1982,Nameson Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,153.9 M,2023,79.68 M,28.878 M,10.996 M,11.047 M,19.942 M,19.994 M,10.555 M,10.584 M,21.242 M,21.241 M,4.482 M,4.459 M,24.017 M
6858,Honma Golf Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,254.6 M,2023,46.565 M,9.566 M,17.019 M,17.999 M,8.84 M,8.857 M,9.501 M,10.188 M,-633.026 K,-618.428 K,6.416 M,6.348 M,1.022 M
8395,Tree Holdings Limited,Consumer Discretionary,Distributors,Retailing,163.4 M,2023,-656.294 K,37.581 K,-280.238 K,-385.279 K,344.03 K,177.431 K,483.525 K,1.089 M,575.397 K,430.805 K,291.303 K,184.421 K,726.671 K
6819,IntelliCentrics Global Holdings Ltd.,Healthcare,Health Care Technology,Healthcare Equipment & Services,288.8 M,2023,-5.359 M,-604.75 K,-462.75 K,74.498 K,1.7 M,1.7 M,-169 K,-169 K,24 K,24 K,-,-,1.969 M
1797,East Buy Holding Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,4.319 B,2023,90.951 M,47.409 M,-,-,-9.183 M,-9.047 M,150.7 M,-56.412 M,-53.944 M,-51.828 M,-48.43 M,-49.443 M,-12.524 M
2360,Best Mart 360 Holdings Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,284.1 M,2023,27.486 M,11.228 M,13.523 M,13.586 M,8.016 M,8.038 M,8.921 M,8.946 M,6.234 M,6.234 M,4.315 M,4.293 M,4.9 M
1283,Accel Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,129.4 M,2023,9.063 M,2.009 M,2.529 M,2.54 M,2.74 M,2.747 M,2.253 M,2.259 M,2.646 M,2.645 M,2.297 M,2.285 M,3.77 M
1942,MOG Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,1.543 B,2023,-951.737 K,-1.699 M,1.245 M,1.257 M,160.107 K,159.902 K,1.043 M,1.074 M,632.896 K,613.511 K,1.84 M,1.94 M,1.989 M
9913,Chi Kan Holdings Limited,Industrials,Construction & Engineering,Capital Goods,270.1 M,2023,6.641 M,2.083 M,1.265 M,1.279 M,3.839 M,3.849 M,932.349 K,934.927 K,1.889 M,1.889 M,2.337 M,2.332 M,1.793 M
2161,JBM (Healthcare) Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",111.1 M,2023,11.037 M,2.798 M,2.727 M,2.74 M,2.066 M,2.072 M,3.109 M,3.118 M,3.659 M,3.659 M,-,-,-
2153,"Tat Hong Equipment Service Co., Ltd.",Industrials,Construction & Engineering,Capital Goods,196.2 M,2023,38.02 M,9.721 M,11.059 M,11.034 M,13.038 M,13.021 M,11.955 M,12.254 M,13.503 M,15.013 M,-,-,-
7841,HK Acquisition Corporation,Financials,Capital Markets,Diversified Financials,141.5 M,2022,-477.093 K,-,-,-,-,-,-,-,-,-,-,-,-
1188,Hybrid Kinetic Group Limited,Consumer Discretionary,Automobiles,Automobiles & Components,103.7 M,2022,-60.692 M,-29.441 M,-919.406 K,-921.006 K,-1.637 M,-1.548 M,-730.907 K,-730.006 K,-4.108 M,-4.11 M,-733.628 K,-733.426 K,-21.734 M
2459,Sanergy Group Limited,Industrials,Electrical Equipment,Capital Goods,222.9 M,2022,23.099 M,5.958 M,5.591 M,5.591 M,1.75 M,1.75 M,-,-,-,-,-,-,-
1370_OLD,Aowei Holding Limited,Materials,Metals & Mining,Materials,160.4 M,2022,44.22 M,7.254 M,8.241 M,7.859 M,16.147 M,15.912 M,9.301 M,8.942 M,-3.369 M,-3.361 M,8.641 M,8.419 M,11.28 M
1370,Aowei Holding Limited,Materials,Metals & Mining,Materials,160.4 M,2022,44.22 M,7.254 M,8.241 M,7.859 M,16.147 M,15.912 M,9.301 M,8.942 M,-3.369 M,-3.361 M,8.641 M,8.419 M,11.28 M
2237,China Graphite Group Limited,Materials,Metals & Mining,Materials,262.9 M,2022,17.048 M,5.904 M,2.505 M,2.647 M,2.926 M,2.884 M,2.746 M,2.706 M,-,-,-,-,-
2425,AustAsia Group Ltd.,Consumer Staples,Food Products,"Food, Beverage & Tobacco",312.3 M,2022,79.165 M,46.493 M,-6.911 M,-6.911 M,69.461 M,69.461 M,-3.745 M,-3.745 M,-,-,-,-,-
2482,"Logory Logistics Technology Co., Ltd.",Industrials,Road & Rail,Transportation,493.6 M,2022,-1.086 M,-,-,-487.805 K,-,-,-,-,-,-,-,-,-
2257,Sirnaomics Ltd.,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",627.2 M,2022,-80.359 M,-20.82 M,-26.02 M,-12.698 M,-8.541 M,-8.541 M,-6.409 M,-,-,-,-,-,-
2285,Chervon Holdings Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,2.243 B,2022,195.8 M,60.839 M,37.041 M,37.041 M,55.211 M,55.211 M,28.839 M,28.839 M,21.166 M,21.166 M,-,-,-
2276,"Shanghai Conant Optical Co., Ltd.",Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,256.5 M,2022,46.034 M,10.564 M,12.476 M,13.183 M,10.892 M,10.695 M,10.126 M,9.978 M,-,-,-,-,-
2216,Broncus Holding Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,104.7 M,2022,-33.424 M,-7.646 M,-9.066 M,-9.066 M,-9.855 M,-9.855 M,-5.447 M,-5.447 M,-4.359 M,-4.359 M,-,-,-
6610,Flowing Cloud Technology Ltd,Communication Services,Media,Media,650.2 M,2022,41.481 M,-,-,8.631 M,-,-,-,3.718 M,-,-,-,-,-
2306,YH Entertainment Group,Communication Services,Entertainment,Media,513.1 M,2022,31.531 M,-,-,-,21.2 M,-,-,-,-,-,-,-,-
6913,South China Vocational Education Group Company Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,244.7 M,2022,15.79 M,7.725 M,616.444 K,607.477 K,8.429 M,8.307 M,3.608 M,3.469 M,7.226 M,7.209 M,-,-,-
2215,Dexin Services Group Limited,Real Estate,Real Estate Management & Development,Real Estate,333.9 M,2022,25.61 M,8.498 M,5.117 M,5.043 M,7.538 M,7.428 M,6.605 M,6.35 M,3.787 M,3.778 M,-,-,-
2207,"Ronshine Service Holding Co., Ltd",Real Estate,Real Estate Management & Development,Real Estate,271.9 M,2022,18.127 M,3.761 M,5.804 M,5.719 M,7.383 M,7.276 M,4.707 M,4.525 M,4.177 M,4.167 M,-,-,-
2187,Zhixin Group Holding Limited,Materials,Construction Materials,Materials,414.5 M,2022,7.601 M,1.392 M,2.778 M,2.738 M,3.195 M,3.149 M,6.9 M,6.634 M,2.195 M,2.19 M,-,-,-
2558,"Jinshang Bank Co., Ltd.",Financials,Banks,Banks,914.9 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1966,China SCE Group Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,425 M,2022,551 M,186.5 M,104.4 M,102.9 M,294.8 M,290.5 M,165.3 M,158.9 M,205.7 M,205.2 M,117 M,114 M,158.6 M
1563,Alliance International Education Leasing Holdings Limited,Financials,Diversified Financial Services,Diversified Financials,1.053 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1907,China Risun Group Limited,Materials,Chemicals,Materials,2.08 B,2022,718.1 M,226.8 M,155 M,152.7 M,232.5 M,229.1 M,136.8 M,131.5 M,67.799 M,67.636 M,61.97 M,60.379 M,96.84 M
416,"Bank of Jinzhou Co., Ltd.",Financials,Banks,Banks,2.458 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1387,China Dili Group,Real Estate,Real Estate Management & Development,Real Estate,748 M,2022,69.256 M,12.528 M,24.009 M,23.66 M,28.725 M,28.307 M,18.846 M,18.118 M,26.627 M,26.564 M,21.09 M,20.549 M,31.13 M
245,China Vered Financial Holding Corporation Limited,Financials,Capital Markets,Diversified Financials,252.1 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
686,"Beijing Energy International Holding Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,527.9 M,2022,426.9 M,128 M,97.325 M,95.909 M,86.107 M,84.853 M,71.157 M,68.408 M,66.308 M,66.149 M,64.341 M,62.69 M,69.684 M
656,Fosun International Limited,Industrials,Industrial Conglomerates,Capital Goods,6.623 B,2022,807.5 M,93.135 M,327.7 M,322.9 M,-13.166 M,-12.974 M,268.3 M,257.9 M,107.2 M,106.9 M,384 M,374.2 M,289.3 M
3833,"Xinjiang Xinxin Mining Industry Co., Ltd.",Materials,Metals & Mining,Materials,363.2 M,2022,186.4 M,60.903 M,37.487 M,36.942 M,31.642 M,31.181 M,30.348 M,29.176 M,6.096 M,6.082 M,17.825 M,17.368 M,6.371 M
354,Chinasoft International Limited,Information Technology,IT Services,Software & Services,2.16 B,2022,161.9 M,57.796 M,36.768 M,39.215 M,48.628 M,47.92 M,45.271 M,45.598 M,40.425 M,40.328 M,29.961 M,29.192 M,41.855 M
3838,China Starch Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",163.4 M,2022,122.3 M,20.529 M,42.672 M,45.092 M,29.899 M,29.464 M,26.816 M,26.425 M,19.524 M,18.77 M,17.808 M,17.765 M,11.619 M
257,China Everbright Environment Group Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,2.645 B,2022,1.779 B,465.7 M,427.1 M,427.8 M,521.7 M,521.1 M,429.8 M,429.9 M,402 M,401.9 M,324 M,322.1 M,345.2 M
1788,Guotai Junan International Holdings Limited,Financials,Capital Markets,Diversified Financials,815.6 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1109,China Resources Land Limited,Real Estate,Real Estate Management & Development,Real Estate,32.158 B,2022,6.478 B,1.254 B,2.164 B,2.133 B,1.441 B,1.421 B,2.591 B,2.491 B,837.4 M,835.4 M,2.307 B,2.248 B,997.4 M
357,Hainan Meilan International Airport Company Limited,Industrials,Transportation Infrastructure,Transportation,1.118 B,2022,66.414 M,17.107 M,17.944 M,17.683 M,39.088 M,38.519 M,23.76 M,22.843 M,19.268 M,19.222 M,30.37 M,29.591 M,35.095 M
2869,Greentown Service Group Co. Ltd.,Real Estate,Real Estate Management & Development,Real Estate,2.067 B,2022,151.4 M,-,42.616 M,45.033 M,45.547 M,44.884 M,50.45 M,49.715 M,37.665 M,36.21 M,33.898 M,33.817 M,25.736 M
746,Lee & Man Chemical Company Limited,Materials,Chemicals,Materials,517.1 M,2022,184.5 M,34.879 M,79.555 M,79.693 M,59.522 M,63.067 M,55.435 M,55.366 M,24.656 M,27.791 M,23.426 M,23.419 M,26.963 M
542,TFG International Group Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,212.4 M,2022,-15.068 M,-903.9 K,-6.675 M,-6.685 M,-2.207 M,-2.204 M,-7.713 M,-7.716 M,2.115 M,2.114 M,-3.456 M,-3.436 M,-377.775 K
1100,Mainland Headwear Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,116.3 M,2022,44.662 M,12.711 M,9.503 M,9.519 M,7.349 M,7.36 M,7.576 M,7.566 M,5.113 M,5.114 M,2.689 M,2.688 M,2.308 M
187,Beijing Jingcheng Machinery Electric Company Limited,Industrials,Machinery,Capital Goods,819.8 M,2022,1.466 M,2.996 M,1.206 M,-4.784 M,1.3 M,2.686 M,1.98 M,-13.865 M,2.391 M,3.119 M,-2.114 M,-9.342 M,-1.366 M
148,Kingboard Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,3.877 B,2022,2.066 B,441.1 M,596.6 M,597.5 M,495.4 M,494.8 M,415.6 M,415.8 M,275.3 M,275.2 M,274 M,272.4 M,207.9 M
2,CLP Holdings Limited,Utilities,Electric Utilities,Utilities,18.152 B,2022,1.22 B,730.7 M,-124.1 M,-124.3 M,610.5 M,611.4 M,750.7 M,749.8 M,724.3 M,724.5 M,749 M,748.8 M,704.7 M
69,Shangri-La Asia Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.142 B,2022,254.9 M,-,13.435 M,13.435 M,-47.099 M,-47.099 M,-5.279 M,-5.279 M,-37.683 M,-37.683 M,-60.563 M,-60.563 M,127.1 M
419,Huayi Tencent Entertainment Company Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,242.3 M,2022,-32.097 M,-7.992 M,-8.254 M,-8.267 M,-1.111 M,-1.11 M,-674.881 K,-675.094 K,-925.228 K,-924.973 K,-1.145 M,-1.138 M,-922.804 K
152,Shenzhen International Holdings Limited,Industrials,Transportation Infrastructure,Transportation,2.169 B,2022,858.5 M,218.3 M,211.2 M,211.5 M,231.7 M,231.4 M,391.9 M,392 M,85.245 M,85.222 M,292.3 M,290.6 M,189.5 M
1972,Swire Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,15.128 B,2022,1.153 B,272.7 M,300.7 M,301.2 M,284.2 M,284.7 M,363.7 M,363.3 M,286.5 M,286.6 M,307.7 M,307.6 M,284.9 M
581,China Oriental Group Company Limited,Materials,Metals & Mining,Materials,678.1 M,2022,528.7 M,136.4 M,143.2 M,141.1 M,179.4 M,176.8 M,90.941 M,87.428 M,96.81 M,96.577 M,149.4 M,145.6 M,182.7 M
687,Tysan Holdings Limited,Industrials,Construction & Engineering,Capital Goods,141.5 M,2022,5.295 M,1.389 M,1.269 M,1.271 M,745.976 K,745.056 K,-1.561 M,-1.561 M,-5.527 M,-5.526 M,-1.696 M,-1.687 M,-6.261 M
2877,China Shineway Pharmaceutical Group Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",691.9 M,2022,111.2 M,34.366 M,24.355 M,24.001 M,30.63 M,30.184 M,27.067 M,26.021 M,18.999 M,18.953 M,24.766 M,24.13 M,23.871 M
598,Sinotrans Limited,Industrials,Air Freight & Logistics,Transportation,3.459 B,2022,579.5 M,158.8 M,185 M,113.6 M,167.2 M,190.3 M,146.1 M,100.6 M,153.8 M,203.7 M,74.271 M,63.759 M,112.7 M
1161,Water Oasis Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,145.7 M,2022,16.581 M,4.753 M,3.547 M,3.563 M,8.986 M,9.01 M,4.715 M,4.728 M,-3.267 M,-3.267 M,4.543 M,4.52 M,4.802 M
2362,Jinchuan Group International Resources Co. Ltd,Materials,Metals & Mining,Materials,971.5 M,2022,-,-,73.271 M,73.271 M,-,-,81.109 M,81.109 M,51.461 M,51.461 M,20.498 M,20.498 M,21.605 M
697,Shoucheng Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.765 B,2022,177.8 M,56.833 M,30.862 M,30.915 M,-394.212 K,-394.811 K,12.587 M,12.571 M,2.089 M,2.09 M,-2.774 M,-2.774 M,-
376,Yunfeng Financial Group Limited,Financials,Insurance,Insurance,606.1 M,2022,54.156 M,6.161 M,21.063 M,21.095 M,51.843 M,51.779 M,53.613 M,53.63 M,27.713 M,27.705 M,28.192 M,28.029 M,19.398 M
991,"Datang International Power Generation Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,5.993 B,2022,1.041 B,828.6 M,794.9 M,-954.3 M,236.1 M,1.01 B,979.6 M,886.1 M,1.109 B,1.024 B,890.9 M,943.8 M,894.6 M
1126,Dream International Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,365.6 M,2022,126.7 M,38.732 M,23.977 M,24.019 M,16.403 M,16.428 M,9.023 M,9.012 M,17.883 M,17.888 M,10.55 M,10.547 M,31.458 M
1083,Towngas Smart Energy Company Limited,Utilities,Gas Utilities,Utilities,1.407 B,2022,309.6 M,71.36 M,87.167 M,87.319 M,95.455 M,95.6 M,91.556 M,91.443 M,93.941 M,93.971 M,69.226 M,69.207 M,76.928 M
1033,Sinopec Oilfield Service Corporation,Energy,Energy Equipment & Services,Energy,4.068 B,2022,544.6 M,159.3 M,167.9 M,123.2 M,137.7 M,192.1 M,169.1 M,95.267 M,183.6 M,228.2 M,131.1 M,151.9 M,164.3 M
101,Hang Lung Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,8.712 B,2022,859 M,208.2 M,221.4 M,221.7 M,222.1 M,222.5 M,220.3 M,220 M,206 M,206.1 M,178.3 M,178.3 M,192.2 M
66,MTR Corporation Limited,Industrials,Road & Rail,Transportation,29.866 B,2022,2.371 B,394.5 M,813.1 M,814.5 M,718.4 M,719.5 M,474.9 M,474.3 M,88.294 M,88.322 M,626.3 M,626.1 M,662.5 M
838,EVA Precision Industrial Holdings Limited,Industrials,Machinery,Capital Goods,221.8 M,2022,61.23 M,15.304 M,15.299 M,15.322 M,13.05 M,13.034 M,11.631 M,11.635 M,4.948 M,4.946 M,10.303 M,10.243 M,11.42 M
1223,Symphony Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,329.6 M,2022,4.848 M,-457.535 K,2.223 M,2.226 M,1.516 M,1.514 M,1.831 M,1.831 M,-1.596 M,-1.595 M,-585.315 K,-581.932 K,1.197 M
120,Cosmopolitan International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.649 B,2022,98.638 M,18.415 M,31.136 M,31.183 M,1.623 M,1.621 M,-470.817 K,-470.966 K,-2.245 M,-2.244 M,-3.247 M,-3.228 M,-966.521 K
1719,China Infrastructure & Logistics Group Ltd.,Industrials,Transportation Infrastructure,Transportation,219.8 M,2022,6.992 M,1.625 M,1.848 M,1.851 M,-2.312 M,-2.315 M,1.174 M,1.173 M,734.797 K,735.029 K,1.452 M,1.452 M,2.159 M
337,Greenland Hong Kong Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,485.2 M,25.268 M,230.6 M,227.2 M,241.3 M,237.8 M,235.2 M,226.1 M,185.2 M,184.7 M,510.6 M,497.5 M,97.488 M
438,IRICO Group New Energy Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,197.2 M,2022,33.478 M,13.28 M,5.895 M,5.81 M,26.444 M,26.059 M,26.139 M,25.129 M,10.383 M,10.358 M,12.023 M,11.714 M,10.659 M
489,Dongfeng Motor Group Company Limited,Consumer Discretionary,Automobiles,Automobiles & Components,3.961 B,2022,-800.1 M,-123.1 M,-302.6 M,-298.2 M,197.5 M,194.7 M,-49.864 M,-47.937 M,112.7 M,112.4 M,-159.5 M,-155.4 M,178.2 M
3898,"Zhuzhou CRRC Times Electric Co., Ltd.",Industrials,Machinery,Capital Goods,8.196 B,2022,499.2 M,153.4 M,69.596 M,76.257 M,56.584 M,111.1 M,84.487 M,68.077 M,114.4 M,168.3 M,96.898 M,55.83 M,154.9 M
439,KuangChi Science Limited,Industrials,Aerospace & Defense,Capital Goods,130.2 M,2022,-5.835 M,-1.526 M,-1.404 M,-1.406 M,-1.069 M,-1.068 M,-3.595 M,-3.596 M,296.367 K,296.285 K,-8.746 M,-8.666 M,-3.753 M
626,Public Financial Holdings Limited,Financials,Banks,Banks,309.1 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
337,Greenland Hong Kong Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,485.2 M,25.268 M,230.6 M,227.2 M,241.3 M,237.8 M,235.2 M,226.1 M,185.2 M,184.7 M,510.6 M,497.5 M,97.488 M
1383,LET Group Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,160.8 M,2022,-4.68 M,1.779 M,-6.261 M,-6.392 M,-3.557 M,-3.553 M,2.45 M,-17.586 M,-4.018 M,-4.008 M,-8.54 M,-8.321 M,-1.964 M
1800,China Communications Construction Company Limited,Industrials,Construction & Engineering,Capital Goods,19.266 B,2022,6.361 B,1.351 B,2.065 B,1.79 B,1.994 B,1.739 B,1.788 B,2.312 B,1.855 B,1.349 B,1.079 B,1.909 B,1.263 B
439,KuangChi Science Limited,Industrials,Aerospace & Defense,Capital Goods,130.2 M,2022,-5.835 M,-1.526 M,-1.404 M,-1.406 M,-1.069 M,-1.068 M,-3.595 M,-3.596 M,296.367 K,296.285 K,-8.746 M,-8.666 M,-3.753 M
3898,"Zhuzhou CRRC Times Electric Co., Ltd.",Industrials,Machinery,Capital Goods,8.196 B,2022,499.2 M,153.4 M,69.596 M,76.257 M,56.584 M,111.1 M,84.487 M,68.077 M,114.4 M,168.3 M,96.898 M,55.83 M,154.9 M
1211,BYD Company Limited,Consumer Discretionary,Automobiles,Automobiles & Components,86.195 B,2022,3.646 B,1.199 B,719.9 M,616.6 M,754.3 M,787.9 M,702 M,740.2 M,1.053 B,856.2 M,537.9 M,365.4 M,452.5 M
626,Public Financial Holdings Limited,Financials,Banks,Banks,309.1 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
286,Aidigong Maternal & Child Health Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,310 M,2022,1.563 M,-1.399 M,2.192 M,2.196 M,3.993 M,3.989 M,3.592 M,3.593 M,5.314 M,5.312 M,4.925 M,4.896 M,1.343 M
1361,361 Degrees International Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.004 B,2022,156.2 M,21.568 M,57.476 M,60.735 M,30.271 M,29.831 M,53.308 M,52.532 M,18.833 M,18.106 M,35.463 M,35.377 M,19.078 M
960,Longfor Group Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,17.975 B,2022,5.989 B,1.917 B,1.057 B,1.117 B,2.421 B,2.386 B,765.4 M,754.3 M,2.349 B,2.258 B,793.8 M,791.9 M,2.232 B
1708,Nanjing Sample Technology Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,423.8 M,2022,8.919 M,2.319 M,2.457 M,2.489 M,4.397 M,4.333 M,-9.267 M,-8.455 M,5.06 M,5.048 M,4.894 M,3.927 M,11.612 M
3337,Anton Oilfield Services Group,Energy,Energy Equipment & Services,Energy,155.1 M,2022,121.9 M,33.669 M,30.661 M,30.215 M,28.844 M,28.424 M,21.203 M,20.384 M,22.767 M,22.713 M,37.966 M,36.991 M,38.663 M
